name,size,bucket,contentType,timeCreated,updated,storageClass,DownloadTime,BucketDeleted
QueriesIndex-2020-06-15_09-03-37.csv,11.2 Kb,quarantine-monitor-cloud,text/csv,2020-06-15T15:03:38Z,2020-06-15T15:03:38Z,STANDARD,2020-06-15 11:28:33,TRUE
QueriesIndex-2020-06-15_10-04-07.csv,11.2 Kb,quarantine-monitor-cloud,text/csv,2020-06-15T16:04:07Z,2020-06-15T16:04:07Z,STANDARD,2020-06-15 11:28:36,TRUE
Routes-2020-06-07_12-04-10.csv,129.6 Kb,quarantine-monitor-cloud,text/csv,2020-06-07T18:04:10Z,2020-06-07T18:04:10Z,STANDARD,2020-06-15 11:28:39,TRUE
Routes-2020-06-07_15-03-45.csv,129.5 Kb,quarantine-monitor-cloud,text/csv,2020-06-07T21:03:46Z,2020-06-07T21:03:46Z,STANDARD,2020-06-15 11:28:43,TRUE
Routes-2020-06-07_16-03-45.csv,129.4 Kb,quarantine-monitor-cloud,text/csv,2020-06-07T22:03:46Z,2020-06-07T22:03:46Z,STANDARD,2020-06-15 11:28:47,TRUE
Routes-2020-06-07_17-03-59.csv,129.5 Kb,quarantine-monitor-cloud,text/csv,2020-06-07T23:03:59Z,2020-06-07T23:03:59Z,STANDARD,2020-06-15 11:28:51,TRUE
Routes-2020-06-07_18-03-56.csv,129.5 Kb,quarantine-monitor-cloud,text/csv,2020-06-08T00:03:57Z,2020-06-08T00:03:57Z,STANDARD,2020-06-15 11:28:54,TRUE
Routes-2020-06-07_19-04-15.csv,129.7 Kb,quarantine-monitor-cloud,text/csv,2020-06-08T01:04:16Z,2020-06-08T01:04:16Z,STANDARD,2020-06-15 11:28:56,TRUE
Routes-2020-06-07_20-04-02.csv,129.4 Kb,quarantine-monitor-cloud,text/csv,2020-06-08T02:04:02Z,2020-06-08T02:04:02Z,STANDARD,2020-06-15 11:28:59,TRUE
Routes-2020-06-08_08-04-02.csv,129.8 Kb,quarantine-monitor-cloud,text/csv,2020-06-08T14:04:03Z,2020-06-08T14:04:03Z,STANDARD,2020-06-15 11:29:02,TRUE
Routes-2020-06-08_09-03-53.csv,130 Kb,quarantine-monitor-cloud,text/csv,2020-06-08T15:03:54Z,2020-06-08T15:03:54Z,STANDARD,2020-06-15 11:29:04,TRUE
Routes-2020-06-08_10-03-54.csv,130.1 Kb,quarantine-monitor-cloud,text/csv,2020-06-08T16:03:55Z,2020-06-08T16:03:55Z,STANDARD,2020-06-15 11:29:07,TRUE
Routes-2020-06-08_12-03-53.csv,130 Kb,quarantine-monitor-cloud,text/csv,2020-06-08T18:03:54Z,2020-06-08T18:03:54Z,STANDARD,2020-06-15 11:29:08,TRUE
Routes-2020-06-08_15-03-54.csv,129.6 Kb,quarantine-monitor-cloud,text/csv,2020-06-08T21:03:54Z,2020-06-08T21:03:54Z,STANDARD,2020-06-15 11:29:12,TRUE
Routes-2020-06-08_16-03-52.csv,129.7 Kb,quarantine-monitor-cloud,text/csv,2020-06-08T22:03:53Z,2020-06-08T22:03:53Z,STANDARD,2020-06-15 11:29:16,TRUE
Routes-2020-06-08_17-03-56.csv,130 Kb,quarantine-monitor-cloud,text/csv,2020-06-08T23:03:57Z,2020-06-08T23:03:57Z,STANDARD,2020-06-15 11:29:19,TRUE
Routes-2020-06-08_18-04-05.csv,130.1 Kb,quarantine-monitor-cloud,text/csv,2020-06-09T00:04:06Z,2020-06-09T00:04:06Z,STANDARD,2020-06-15 11:29:21,TRUE
Routes-2020-06-08_19-03-35.csv,129.5 Kb,quarantine-monitor-cloud,text/csv,2020-06-09T01:03:36Z,2020-06-09T01:03:36Z,STANDARD,2020-06-15 11:29:23,TRUE
Routes-2020-06-08_20-04-08.csv,129.5 Kb,quarantine-monitor-cloud,text/csv,2020-06-09T02:04:08Z,2020-06-09T02:04:08Z,STANDARD,2020-06-15 11:29:26,TRUE
Routes-2020-06-09_08-04-00.csv,129.8 Kb,quarantine-monitor-cloud,text/csv,2020-06-09T14:04:00Z,2020-06-09T14:04:00Z,STANDARD,2020-06-15 11:29:30,TRUE
Routes-2020-06-09_09-03-57.csv,129.9 Kb,quarantine-monitor-cloud,text/csv,2020-06-09T15:03:58Z,2020-06-09T15:03:58Z,STANDARD,2020-06-15 11:29:34,TRUE
Routes-2020-06-09_10-03-51.csv,129.8 Kb,quarantine-monitor-cloud,text/csv,2020-06-09T16:03:51Z,2020-06-09T16:03:51Z,STANDARD,2020-06-15 11:29:35,TRUE
Routes-2020-06-09_12-04-03.csv,130.1 Kb,quarantine-monitor-cloud,text/csv,2020-06-09T18:04:03Z,2020-06-09T18:04:03Z,STANDARD,2020-06-15 11:29:38,TRUE
Routes-2020-06-09_15-04-17.csv,130 Kb,quarantine-monitor-cloud,text/csv,2020-06-09T21:04:18Z,2020-06-09T21:04:18Z,STANDARD,2020-06-15 11:29:42,TRUE
Routes-2020-06-09_16-03-53.csv,129.9 Kb,quarantine-monitor-cloud,text/csv,2020-06-09T22:03:53Z,2020-06-09T22:03:53Z,STANDARD,2020-06-15 11:29:46,TRUE
Routes-2020-06-09_17-03-59.csv,129.7 Kb,quarantine-monitor-cloud,text/csv,2020-06-09T23:03:59Z,2020-06-09T23:03:59Z,STANDARD,2020-06-15 11:29:48,TRUE
Routes-2020-06-09_18-04-05.csv,130.2 Kb,quarantine-monitor-cloud,text/csv,2020-06-10T00:04:06Z,2020-06-10T00:04:06Z,STANDARD,2020-06-15 11:29:51,TRUE
