QueryKey;route;distance_text;distance_value;duration_text;duration_value;end_location_lat;end_location_lng;start_location_lat;start_location_lng;html_instructions;travel_mode;maneuver;polyline
5002704 CAMPO GRANDE 2020-06-09 12:01:31 EW;1;3.4 km;3365;6 mins;330;-20,4554158;-54,6763351;-20,4635545;-54,646168;Continue straight to stay on <b>Av. Duque de Caxias</b>;DRIVING;straight;dx{{BpaplICbECjG?ZC~@AXAZC~BATEfAIn@GXCJAHSj@Wt@O`@Q^s@pAADYb@OXU\_@p@IPKRO\O^ELELERSr@Sx@IX_@`B_@rAEPKXOh@Qf@M\Od@q@`BKXK\I^IZGZCVE^A`@?@?RAX?x@?V@bAGrCs@pE[bAi@jAe@n@m@t@_CtB}AbBi@~@q@jB_DvIcA`DCFGVEPEVETE^G`@c@~CYhBE\Id@G`@AfBGhAKhJKvEW`MS|G
5002704 CAMPO GRANDE 2020-06-09 12:01:31 EW;1;0.4 km;403;1 min;36;-20,4552061;-54,680199;-20,4554158;-54,6763351;Continue straight to stay on <b>Av. Duque de Caxias</b>;DRIVING;straight;jez{Bb~ulIGnDChBOhFA\EnBEpB
5002704 CAMPO GRANDE 2020-06-09 12:01:31 EW;1;0.5 km;528;1 min;44;-20,4549559;-54,6852529;-20,4552061;-54,680199;Continue straight to stay on <b>Av. Duque de Caxias</b>;DRIVING;straight;`dz{BfvvlI?Z?VCb@EdCIjAA~BC~BI~BG~BCx@AlC
5002704 CAMPO GRANDE 2020-06-09 12:01:31 EW;1;0.8 km;764;1 min;66;-20,4541216;-54,6924205;-20,4549559;-54,6852529;Continue straight to stay on <b>Av. Duque de Caxias</b>;DRIVING;straight;nbz{BxuwlIGnBKpF_@zNO`EG~DAXCXGXKZILIPMP_@\
5002704 CAMPO GRANDE 2020-06-09 12:01:31 EW;1;1.4 km;1432;2 mins;98;-20,4538277;-54,7058379;-20,4541216;-54,6924205;At the roundabout, take the <b>2nd</b> exit and stay on <b>Av. Duque de Caxias</b>;DRIVING;roundabout-right;f}y{BrbylI[\U^IRKZMl@Ij@Cn@?LCd@F`AFd@H`@FTHNJRJLR^FNPn@BFJz@Hj@?rAC`C?P@PAXE~AAdAATEzB?^A`@EpB?BEvBGdBGfCGpBCd@ApAS`ICz@ClBEt@Bv@
5002704 CAMPO GRANDE 2020-06-09 12:01:31 EW;1;0.3 km;340;1 min;27;-20,4557268;-54,7082749;-20,4538277;-54,7058379;Slight <b>left</b> to stay on <b>Av. Duque de Caxias</b>;DRIVING;turn-slight-left;l{y{Bnv{lIHh@F^DVVt@R^@B|@tAbBzAVTvAdAb@Z
5002704 CAMPO GRANDE 2020-06-09 12:01:31 EW;1;0.2 km;239;1 min;48;-20,4545756;-54,7100093;-20,4557268;-54,7082749;Turn <b>right</b> onto <b>R. Pedro Pedra</b>;DRIVING;turn-right;hgz{Bte|lIYZkBbAUHKLOPMZIb@Gr@I`ACZ
5002704 CAMPO GRANDE 2020-06-09 12:01:31 EW;1;0.3 km;270;1 min;47;-20,4541263;-54,712559;-20,4545756;-54,7100093;Continue onto <b>R. Mendocino</b>;DRIVING;;b`z{Bpp|lIMdAMtAE^e@lEQrB
5002704 CAMPO GRANDE 2020-06-09 12:01:31 EW;1;0.1 km;147;1 min;40;-20,4554258;-54,7128106;-20,4541263;-54,712559;"Turn <b>left</b> onto <b>R. Calaveras</b><div style=""font-size:0.9em"">Destination will be on the right</div>";DRIVING;turn-left;h}y{Bn`}lIjBRt@Ht@Jj@F
5002704 CAMPO GRANDE 2020-06-09 12:01:32 NS;1;2.7 km;2711;5 mins;316;-20,4357712;-54,6284433;-20,4125359;-54,6207789;Head <b>south</b> on <b>Av. Tamandaré</b> toward <b>R. São Tomás de Aquino</b>;DRIVING;;jyq{BzbklINBdAT~@T`ARv@Rv@PLBv@PfATbFfAhATpCl@F@PDf@Jb@Jb@HdARdATNDPFD@D?f@Lh@JdATdAVx@Pv@Pt@Nt@NHBHBxEbArBf@rBf@rBb@pBd@vAXxAXbB^x@Ph@L`ATbARf@Jf@JtAZtA\v@PD@PDrAZ~@R~@Rn@Nn@P`AR~@Tp@Np@Nx@PlAZRDPDbARdB\LBJDfATfAVj@Rj@PhCn@|@LVDPPLNRX
5002704 CAMPO GRANDE 2020-06-09 12:01:32 NS;1;1.0 km;974;2 mins;108;-20,441873;-54,6224122;-20,4357712;-54,6284433;At the roundabout, take the <b>2nd</b> exit onto <b>Av. Euler de Azevedo</b>;DRIVING;roundabout-right;pjv{BvrllI?B?@?@?@?@@B?@@@?@@@@@@@@@@@@?@@@?@@@?@@@?B?@?@?@?BA@?@?@A@?@A@A@A@??A@A?A@C?A?A@CHM\W?C@CBW^g@\c@VYDG\_@NSPWhA{AHKh@w@RYz@iApCoDJOLOPWNUpBmCDGNUn@w@RSRSZYROTOh@[HCJETIVKFE~@c@HADCNADAZG
5002704 CAMPO GRANDE 2020-06-09 12:01:32 NS;1;2.6 km;2608;6 mins;357;-20,4647408;-54,6220023;-20,441873;-54,6224122;At the roundabout, take the <b>1st</b> exit onto <b>Av. Pres. Ernesto Geisel</b>;DRIVING;roundabout-right;tpw{B`mklI@@@??@@?@@@?@@f@h@RVPVHFHJFFLHPF\H\HZFNBRDj@Lj@HZDV@J@V@`@?@?fAAL?fAIlAS|@STE~@S@AbASRCVCtAEh@Ah@Aj@Ah@Cl@An@A~A?nACvBYxBY`AObAMx@Mz@KhAOjAMbAO`AOfAAT?f@FnAJp@JjAJhAJdAHdA@t@Ev@CDAJC`CKhAGd@Cb@CpA@nDLdCNbCNP@`CFbCHxDNn@C`@K|A[~C{@
5002704 CAMPO GRANDE 2020-06-09 12:01:32 NS;1;58 m;58;1 min;18;-20,4648208;-54,6225536;-20,4647408;-54,6220023;Turn <b>right</b> onto <b>Av. Afonso Pena</b>;DRIVING;turn-right;r_|{BnjklIFv@Ft@
5002704 CAMPO GRANDE 2020-06-09 12:01:32 NS;1;1.2 km;1150;4 mins;211;-20,4633065;-54,6119387;-20,4648208;-54,6225536;Sharp <b>left</b> to stay on <b>Av. Afonso Pena</b>;DRIVING;turn-sharp-left;b`|{B|mklIt@EG{@I{@CUCW]cDCWGe@QgBEg@Gi@Iw@Iu@O_BQaBOiBOkBUcCWcCMmAKmAIs@Gq@Ck@Em@c@kEa@kE
5002704 CAMPO GRANDE 2020-06-09 12:01:32 NS;1;1.1 km;1057;3 mins;167;-20,4724893;-54,6097635;-20,4633065;-54,6119387;Turn <b>right</b> onto <b>R. Pedro Celestino</b>;DRIVING;turn-right;tv{{BrkilI|BYvBYD?dBObBQxAOvAOdAMdAM~BWxAMf@GRCRAh@G@Ad@Et@KJABCDC@ABEDGFKBEBCFEHELEREd@G`D[z@Ix@K|AOZKRGDAFCZSXQ
5002704 CAMPO GRANDE 2020-06-09 12:01:32 NS;1;1.1 km;1115;3 mins;192;-20,48068;-54,6159319;-20,4724893;-54,6097635;Turn <b>right</b> onto <b>R. João Pedro de Souza</b>;DRIVING;turn-right;`p}{B~}hlItAfA^X|@n@b@\b@\XTl@b@j@b@pAx@~@j@RJdCbB^Vv@f@nBpAb@Vb@Vl@\n@\`BjA`BlAZVZVpBnApBnA|@r@|@r@
5002704 CAMPO GRANDE 2020-06-09 12:01:32 NS;1;0.2 km;210;1 min;43;-20,4825454;-54,6156145;-20,48068;-54,6159319;Turn <b>left</b> onto <b>Av. Calógeras</b>;DRIVING;turn-left;fc_|BpdjlIt@Gt@IZE@?LAlBQnBS
5002704 CAMPO GRANDE 2020-06-09 12:01:32 NS;1;2.6 km;2615;5 mins;319;-20,5029835;-54,6059105;-20,4825454;-54,6156145;Continue onto <b>Av. Costa e Silva</b>;DRIVING;;|n_|BpbjlIf@Eh@Ib@Eb@GfAM|@MtBWjBUjAMNCtAOd@Ed@Ed@G|@I~@KZEjAO`BSPCNCzBUlAOl@GlBSnBQpBWfBUnBUlBUlBWJ?bBUdBOdBONCNCXEXGTCTCx@[HClB}@LIJGjAyAf@w@|BmDZe@v@wAHM`A}ApB}Cj@{@T_@l@y@`@i@|@iAv@y@|@{@`Aq@p@e@t@a@bAk@p@Yl@WLCLAR?X@
5002704 CAMPO GRANDE 2020-06-09 12:01:32 NS;1;2.5 km;2469;4 mins;229;-20,5242234;-54,6000447;-20,5029835;-54,6059105;At the roundabout, take the <b>2nd</b> exit onto <b>Av. Gury Marques</b> heading to <b>São Paulo</b>;DRIVING;roundabout-right;rnc|B|ehlIHFHBHDJ@J@FAJAJEHEFGFGFIBGBM@G?GROHEHCNE`B[|@QvBa@PEjEu@dAQ~JgB`@G~JgBb@GXGh@K^G\EbA?h@AVAPEb@I~ASnAW`AOp@I\GfAUp@Ob@KHCJEf@c@LIJERE`Ca@jCg@nQaDf@IdAQ~HuAnASd@C|@Kp@@`AA|CaA
5002704 CAMPO GRANDE 2020-06-09 12:01:32 NS;1;84 m;84;1 min;22;-20,5249556;-54,5998775;-20,5242234;-54,6000447;Slight <b>right</b> toward <b>Av. Gury Marques</b>;DRIVING;turn-slight-right;jsg|BfaglIh@A\GjAU
5002704 CAMPO GRANDE 2020-06-09 12:01:32 NS;1;6.1 km;6124;7 mins;449;-20,5779335;-54,5847621;-20,5249556;-54,5998775;Merge onto <b>Av. Gury Marques</b>;DRIVING;merge;~wg|Bf`glIjAYXIGSbB]NCpBo@n@QnAa@TIlAs@LGLENG~A_@bCk@dCk@hFoAvEmAp@Q|JmBhCg@`@IpCi@NCP?tACl@Cx@G|E{@z@SRI~Au@TIZIrLwB~MaCBA`IyAjJaBH?HAdCHTC`IyA`BWjAUx@Ox@Q`AU|@MpCg@xBa@j@K~AYbASrAU`LsBVGvB]|E{@nLuBdCe@`Ca@xUiE~Ds@d@KbCc@JA`Dk@tGkAx@OvLyBdASp@KlFaAf@MvAU|B_@zIwAfEs@
5002704 CAMPO GRANDE 2020-06-09 12:01:32 NS;1;0.2 km;211;1 min;59;-20,5762802;-54,5849376;-20,5779335;-54,5847621;Make a <b>U-turn</b>;DRIVING;uturn-left;`cr|BvadlICm@UBoHlA
5002704 CAMPO GRANDE 2020-06-09 12:01:32 NS;1;57 m;57;1 min;16;-20,5760588;-54,5844388;-20,5762802;-54,5849376;Turn <b>right</b>;DRIVING;turn-right;vxq|BzbdlIk@cB
5002704 CAMPO GRANDE 2020-06-09 12:01:32 NS;1;0.1 km;99;1 min;22;-20,5753598;-54,5842213;-20,5760588;-54,5844388;"Turn <b>left</b><div style=""font-size:0.9em"">Destination will be on the right</div>";DRIVING;turn-left;jwq|Bv_dlIWJy@HMKOYEYUA
2408102 NATAL 2020-06-09 12:01:35 EW;1;0.3 km;267;2 mins;100;-5,8852664;-35,1671711;-5,8843737;-35,1651356;Head <b>west</b> on <b>R. João Rodrigues de Oliveira</b> toward <b>R. José Bragança</b>;DRIVING;;hh|b@besuED^?HJpADdADv@@PDRFPDHFHJNXTPNPHRHXD
2408102 NATAL 2020-06-09 12:01:35 EW;1;0.7 km;717;2 mins;146;-5,8831018;-35,1729628;-5,8852664;-35,1671711;Continue onto <b>R. Ver. Manoel Coringa de Lemos</b>;DRIVING;;|m|b@xqsuE?@JRXhC@Z?p@AVA@CZIVQl@EJCJEVGPGNc@`AQb@o@nAY~@K`@K\]nBKRITGNKPW\EHqAdBY`@STKHKF
2408102 NATAL 2020-06-09 12:01:35 EW;1;0.4 km;397;1 min;62;-5,8801055;-35,1748387;-5,8831018;-35,1729628;Continue onto <b>Rua Vereador Manoel Sátiro</b>;DRIVING;;j`|b@~utuEODA@m@Jy@LSDWHYPc@Z{@l@a@XOJ}B`BcAp@aAn@
2408102 NATAL 2020-06-09 12:01:35 EW;1;0.4 km;371;1 min;64;-5,8774326;-35,1768159;-5,8801055;-35,1748387;Continue onto <b>Av. Engenheiro Roberto Freire</b>;DRIVING;;tm{b@vauuEOHOJOJQLOHOJWNUNa@R{@l@M@G@s@d@_An@gBrA[TMLEDCDCD
2408102 NATAL 2020-06-09 12:01:35 EW;1;1.2 km;1244;3 mins;174;-5,8678052;-35,1824256;-5,8774326;-35,1768159;At the roundabout, continue straight to stay on <b>Av. Engenheiro Roberto Freire</b>;DRIVING;roundabout-right;||zb@bnuuEA?A?A?A?A?A??@A?A?A@A@A??@A@cBbAYRUNaBfAaBbAqAz@qAz@iAv@cAr@IDKHGDu@d@KHm@\aAh@}@\SJ_A`@_A\[NeA`@SHk@TcBn@eBn@MDKFSFQHsBx@a@P_@Ni@Tu@ZSHODSDWDA?k@J
2408102 NATAL 2020-06-09 12:01:35 EW;1;0.1 km;108;1 min;10;-5,8668977;-35,1821189;-5,8678052;-35,1824256;Slight <b>right</b> toward <b>Via Costeira</b>/<wbr/><b>Via Costeira Sen. Dinarte Medeiros Mariz</b>;DRIVING;turn-slight-right;x`yb@dqvuEo@EOAQCG?GCICKCIEGCIEQKOI
2408102 NATAL 2020-06-09 12:01:35 EW;1;5.0 km;4961;5 mins;288;-5,8232926;-35,1832043;-5,8668977;-35,1821189;Slight <b>right</b> onto <b>Via Costeira</b>/<wbr/><b>Via Costeira Sen. Dinarte Medeiros Mariz</b>;DRIVING;turn-slight-right;b{xb@fovuEQSSYMSIOEEOQi@k@WWMISOMIg@UGCCAYK]Ic@I_@EUCQ?]AU?M@m@Bo@DWBO@QBgAFq@Fa@@aAJs@DU@}Gd@w@FA?A?A?A?A?A?A?A??@A?A?A@A??@A?eAFw@DI@{DX]D_@Bu@FqBP}Hl@[BaBLuCP_CJgA@iB@m@?_E@gA@cB@iD@{EBeD@g@?sA@wABoBF}AH}@FcAJ_D\{@H}@Hc@Be@?A?m@@m@CQAC?C@E@?AA??AA?A??AA?A?A?A?A?A?A??@A?GEA?IAUCe@IeAQaAQqBa@YEWG_@EWCYEu@ESAe@AE?_@AY@]?_@B_@@YB]D{BV]Dg@FQB_@BK@O@Q@I?q@Bg@?iAB}EJ{BDq@@W@G?W@a@BK?QBYBYDSBOB[Fa@Ji@Lw@RYHOBK@UBQ@S@O@E?Y?QA]CUAQCCAC@M@?AAAA??AA?AAA?AAA?A?A?A?A?A??@A?IEEAGAe@Ea@Ga@EmAOUCO?YCK?W?Q@O?YB[B]D]FUFSD[JOFYJSDSFO@MBSBE@K?UBU@e@?gA?e@?M?A?A?KBAAA?A?AAA?A?A?A?A?A?A??@A?_@AMA[?wB?w@?c@?oB?cAAiCAUAc@?_@?G@C?A?IB
2408102 NATAL 2020-06-09 12:01:35 EW;1;0.7 km;697;1 min;36;-5,8170645;-35,1830646;-5,8232926;-35,1832043;At the roundabout, take the <b>1st</b> exit and stay on <b>Via Costeira</b>/<wbr/><b>Via Costeira Sen. Dinarte Medeiros Mariz</b>;DRIVING;roundabout-right;pjpb@~uvuEA??AA??AA?A??AA?A?A?A?A?A??@A?A??@A?A@?@WCG?G?a@?aA@y@Bs@?mCBiBBC?wBB{@@Q?s@?g@?e@AWAGAK?OA}BOmAIu@Gg@EM?C?A?I@
2408102 NATAL 2020-06-09 12:01:35 EW;1;3.1 km;3085;4 mins;222;-5,7916129;-35,1866713;-5,8170645;-35,1830646;At the roundabout, take the <b>1st</b> exit and stay on <b>Via Costeira</b>/<wbr/><b>Via Costeira Sen. Dinarte Medeiros Mariz</b>;DRIVING;roundabout-right;rcob@buvuE?AA?A??AA?A??AA?A?A?A??@A?A?MCQCe@Ea@Ic@GQEUEWIKEm@SiA_@u@Ug@OUEWGa@I_@Ea@Ek@Eu@CYAgDKoFOUAy@CuAEM?c@Ci@?W?Q@QB_@NMFIFKHOJWRyAlAUROJGDC@A?E@KBWBO@E@E?_@HA?AAA?A?A?A?A?A?A?A@A??@q@C]?[?EAE?IAKESIYQ_@OGC_@QcAg@cCiAKEOEYEKAQAK@MBQDKBIDMF]TwBvAQHKBODI@O@M?q@CeBMGAWCK?KAwAG_BCm@?U@oBBk@@w@Bm@@Y@iAFeABmABC?oABu@BWB]Da@HWFcA\uB|@q@XQFUHMB_ATmBd@o@Nc@Ns@Xi@VSLSJg@\]Xa@\GFMNYZ{@hAy@z@}@v@u@p@c@ZOLMHKD_@NOD
2408102 NATAL 2020-06-09 12:01:35 EW;1;1.0 km;1050;2 mins;110;-5,7836499;-35,1911925;-5,7916129;-35,1866713;"At the roundabout, take the <b>1st</b> exit onto <b>Via Costeira</b>/<wbr/><b>Via Costeira Sen. Dinarte Medeiros Mariz</b>/<wbr/><b>Av. Gov. Silvio Pedroza</b><div style=""font-size:0.9em"">Continue to follow Av. Gov. Silvio Pedroza</div>";DRIVING;roundabout-right;pdjb@tkwuEA?A?A?A@A?A??@A?A@A?A@A@?@A@A@?@A@?@?@?@?@?@?@?@?@?@GZAFAFUj@OTKNMLWV_@XOLc@VULiAl@WLYNyAh@wKtDKDi@Pq@RmA`@s@XOFMDMBKBWBk@Bg@Bg@BUB[FYNYP}A~@OJQJIJUHSJGDGF
2408102 NATAL 2020-06-09 12:01:35 EW;1;0.3 km;262;1 min;46;-5,7835548;-35,1931388;-5,7836499;-35,1911925;At the roundabout, take the <b>2nd</b> exit onto <b>Ladeira do Sol</b> heading to <b>Praça Pedro Velho</b>/<wbr/><b>Centro de Turismo</b>/<wbr/><b>Hospital Univ. O. Lopes</b>/<wbr/><b>Petrópolis</b>/<wbr/><b>BR-101</b>;DRIVING;roundabout-right;xrhb@|gxuEA?A??@A?A?A@A?A@A@?@A??@A??@?@A@?@?@?@?@?@@@?@?@@@?@@@@@@@@@@@@?@?@@@?@?@?@?b@XHHHHBHFNDLBR?T?BADADCHKT]v@Yr@[v@
2408102 NATAL 2020-06-09 12:01:35 EW;1;0.5 km;483;1 min;67;-5,7808186;-35,1963628;-5,7835548;-35,1931388;Continue onto <b>Av. Pres. Getúlio Vargas</b>;DRIVING;;drhb@btxuEQXk@l@q@r@gCjCw@~@S\i@r@iBdBaAv@EDCBABCDADAF?BAF?D@B@B@DFH
2408102 NATAL 2020-06-09 12:01:35 EW;1;0.1 km;138;1 min;43;-5,7815494;-35,1973726;-5,7808186;-35,1963628;Continue onto <b>Av. Nilo Peçanha</b>;DRIVING;;bahb@fhyuER\tApBf@x@
2408102 NATAL 2020-06-09 12:01:35 EW;1;0.3 km;349;1 min;80;-5,7796916;-35,199907;-5,7815494;-35,1973726;Turn <b>right</b> onto <b>R. Gen. Gustavo Cordeiro de Faria</b> (signs for <b>Pedra do Rosário</b>);DRIVING;turn-right;tehb@pnyuE]b@_@j@ERGFKNcBdCQXo@z@m@|@INi@x@SZ
2408102 NATAL 2020-06-09 12:01:35 EW;1;36 m;36;1 min;9;-5,7794609;-35,2001266;-5,7796916;-35,199907;Slight <b>right</b> to stay on <b>R. Gen. Gustavo Cordeiro de Faria</b>;DRIVING;turn-slight-right;`zgb@l~yuEKFKJUV
2408102 NATAL 2020-06-09 12:01:35 EW;1;90 m;90;1 min;30;-5,7793082;-35,2008063;-5,7794609;-35,2001266;Slight <b>left</b> to stay on <b>R. Gen. Gustavo Cordeiro de Faria</b>;DRIVING;turn-slight-left;rxgb@x_zuEEDCFHDLFYz@GTIX
2408102 NATAL 2020-06-09 12:01:35 EW;1;0.5 km;457;1 min;67;-5,7777649;-35,2046214;-5,7793082;-35,2008063;Continue onto <b>R. Gen. Gustavo Cordeiro de Farias</b>;DRIVING;;twgb@`dzuEKZUx@[z@Sj@Yx@Un@_@~@GLGR[x@Qd@Y|@CPCPEVOn@SbACNEP
2408102 NATAL 2020-06-09 12:01:35 EW;1;0.2 km;207;1 min;35;-5,7793091;-35,2052134;-5,7777649;-35,2046214;Turn <b>left</b> onto <b>Av. Duque de Caxias</b> (signs for <b>Av. do Contorno</b>);DRIVING;turn-left;~mgb@z{zuECJEJl@J`BXf@HXDZDT@T@B?J@B?B@B@B@@B@D@D?D
2408102 NATAL 2020-06-09 12:01:35 EW;1;0.2 km;247;1 min;41;-5,7806374;-35,2059354;-5,7793091;-35,2052134;"<b>Av. Duque de Caxias</b> turns slightly <b>right</b> and becomes <b>Praça Augusto Severo</b>/<wbr/><b>Tv. Aureliano</b><div style=""font-size:0.9em"">Continue to follow Praça Augusto Severo</div>";DRIVING;;twgb@p_{uECn@AN?LEr@?L?H@B@D@@@@DBJBtCQhAIZA
2408102 NATAL 2020-06-09 12:01:35 EW;1;0.4 km;367;1 min;52;-5,7834955;-35,20746;-5,7806374;-35,2059354;Keep <b>left</b> to continue on <b>Av. Câmara Cascudo</b>;DRIVING;keep-left;~_hb@bd{uEf@EJFJBNH\PlAn@ZR^V\T~AlA`Bd@bBf@
2408102 NATAL 2020-06-09 12:01:35 EW;1;0.1 km;104;1 min;20;-5,784371;-35,2077862;-5,7834955;-35,20746;Continue onto <b>Largo Junqueira Aires</b>;DRIVING;;zqhb@rm{uElD`A
2408102 NATAL 2020-06-09 12:01:35 EW;1;76 m;76;1 min;22;-5,7846922;-35,2071766;-5,784371;-35,2077862;<b>Largo Junqueira Aires</b> turns <b>left</b> and becomes <b>R. Ulisses Caldas</b>;DRIVING;;hwhb@to{uEDG\y@Zw@
2408102 NATAL 2020-06-09 12:01:35 EW;1;0.2 km;180;1 min;58;-5,7861711;-35,2078429;-5,7846922;-35,2071766;Turn <b>right</b> onto <b>R. Vig. Bartolomeu</b>;DRIVING;turn-right;hyhb@zk{uE~Ah@~Aj@fBl@
2408102 NATAL 2020-06-09 12:01:35 EW;1;0.3 km;278;1 min;72;-5,7884577;-35,2088521;-5,7861711;-35,2078429;Continue onto <b>R. Gonçalves Lêdo</b>;DRIVING;;pbib@~o{uEnA`@tAd@dA\v@X`@N`@L^L`A\
2408102 NATAL 2020-06-09 12:01:35 EW;1;0.2 km;160;1 min;45;-5,7880866;-35,2102439;-5,7884577;-35,2088521;Turn <b>right</b> onto <b>R. Apodi</b>;DRIVING;turn-right;zpib@hv{uEQr@ADK`@K^If@Ih@Eb@Cb@
2408102 NATAL 2020-06-09 12:01:35 EW;1;15 m;15;1 min;4;-5,7882232;-35,2102594;-5,7880866;-35,2102439;Turn <b>left</b> onto <b>R. Padre Pinto</b>;DRIVING;turn-left;pnib@~~{uEXB
2408102 NATAL 2020-06-09 12:01:35 EW;1;0.7 km;710;2 mins;105;-5,7928099;-35,2132796;-5,7882232;-35,2102594;Turn <b>right</b> onto <b>Av. Gov. Rafael Fernandes</b>;DRIVING;turn-right;joib@b_|uE?R?J?HAHADG\En@CN?H?B?D?BBF@BFHb@b@dAjAZRx@d@XVLLVXj@z@LHJFNFf@PdARRDvAXxC\`@HJ@N@J?|ASj@G
2408102 NATAL 2020-06-09 12:01:35 EW;1;0.3 km;312;1 min;56;-5,7938541;-35,2158795;-5,7928099;-35,2132796;Turn <b>right</b> onto <b>R. Fonseca e Silva</b>;DRIVING;turn-right;`ljb@~q|uETxA`@~B^hARZN^rAfD
2408102 NATAL 2020-06-09 12:01:35 EW;1;0.3 km;259;1 min;58;-5,7949418;-35,2179453;-5,7938541;-35,2158795;Continue onto <b>Av. 12</b>/<wbr/><b>R. Amaro Barreto</b>;DRIVING;;prjb@fb}uEDHDF|BjFXr@Zt@Xt@
2408102 NATAL 2020-06-09 12:01:35 EW;1;66 m;66;1 min;14;-5,7951146;-35,2185156;-5,7949418;-35,2179453;Slight <b>right</b> to stay on <b>Av. 12</b>/<wbr/><b>R. Amaro Barreto</b>;DRIVING;turn-slight-right;jyjb@do}uE?D@J@F\vA
2408102 NATAL 2020-06-09 12:01:35 EW;1;0.6 km;572;1 min;76;-5,7959585;-35,2235337;-5,7951146;-35,2185156;"Keep <b>right</b> to stay on <b>Av. 12</b>/<wbr/><b>R. Amaro Barreto</b><div style=""font-size:0.9em"">Go through 1 roundabout</div>";DRIVING;keep-right;lzjb@vr}uEDH@Hj@pBDLb@`BHVFZDb@B^Bz@Bx@?LBl@?L?LF|@?@A?A??@A??@?@?@A??@?@@??@?@@??@@??@@?@?AbAB^Bj@FnA@VH`B
2408102 NATAL 2020-06-09 12:01:35 EW;1;1.8 km;1766;4 mins;212;-5,8000465;-35,2383131;-5,7959585;-35,2235337;Continue onto <b>R. Dr. Mario Negócio</b>;DRIVING;;v_kb@`r~uEFhADhABb@Bd@Dt@Dt@Bx@D|@@T?LBb@@T?J@JD\Hv@Jz@BTDf@NjABXJr@BJ@JD`@F^Dj@Fh@BTLpAFp@NlAFh@BNBLHd@Hd@Lp@BRBPBN@JBd@Bl@?HB\?FDn@FjABn@Bl@LzCBRDTH`@XdAHX@FHXBLPt@R~@FRFTFVDPDRV`A@DTx@Nd@b@zAN`@HNHHFFLHPFRDrATBB@?@@D?H@LBF@@?D@@?@@@@@?B@?@B@DBB@
2408102 NATAL 2020-06-09 12:01:35 EW;1;7.9 km;7897;12 mins;743;-5,8357212;-35,2800768;-5,8000465;-35,2383131;At the roundabout, take the <b>1st</b> exit onto <b>BR-226</b>;DRIVING;roundabout-right;hykb@lnavE?B?B@B@B@@@BD@BBF@B?D?F?@?@B@@@?@@@?JAVAl@KXEPEJARENGh@OTITI^MlAa@p@SRIRED?NA\AH@PDD@F@JDJBNHZNXNZNNHJFJFLJNJJJJHRVNPRZVb@HJHJ\n@^l@FNHLNXd@x@DF@BLVBBFXFLP\p@pA`@t@Xb@Tb@LRBFPXZh@f@z@R\PZPRPTTPJHHH\Rb@Pr@Zr@\PFPHhH~C^NNFr@Zj@Tz@^~@^~@`@?@|CtAdAd@PH^PHBHDJJVXHJp@z@TXZ`@b@h@xAnB@@FHTXHHXXl@d@f@ZFDLFHDHBFBFDB?D@\P\R\P~@d@JHj@Xb@VTLf@V\P|At@tAr@f@XhAn@pBfAnBhAr@\FDz@`@VHXHp@Np@PRDPDTHFBDBFBFFTTRVDHBJBJ@J@J?H?LALE\EZMl@CN[|AIZK\KZ]p@a@t@_@r@[j@i@dAIPS^KTc@v@IRKXENEPI`@?@w@rGIdB_@nDQzA]hDCZCTKdAKt@C^AHGhA@f@@b@Db@DXD^r@fHJfABb@F\Fn@?BD`@DXBPFTFTJTDLLTFFJNJNh@x@b@z@P\Rf@Tp@Rh@v@xB|@bCNj@HZ@BBTBV@R?N?RAPCTCNCLCLERELGVYjASz@Ol@Qx@I\Qr@Kd@I`@GVCPCXAPAPARAJGbBAf@IhBCv@AX?Z?\B\BZBR?@FV@FDJHVJVJTLXJVJNDNRj@DTFVD^D\BX@FB`@Bd@BXDXDZFVJ\HTLVLVLTNVLRJLBDNNDBJJRJRHTHPDVBTBP@T@V?F@b@@X?J@V?@?j@@r@B`@@l@@l@Bf@?p@Aj@?v@Cl@Cr@C@?b@Al@Ed@E^ETC\G^Ep@KHCn@IbAQj@KJAt@Mj@It@MXG\GTGRGTKXO^SPKTMZQVMNINENGTIZITINETGRGVEf@G^CZAV?V@N@RBNBJBNDtB|@rB|@fBv@z@\h@Vh@PZJv@^
2408102 NATAL 2020-06-09 12:01:35 EW;1;0.3 km;347;1 min;39;-5,8387729;-35,2798577;-5,8357212;-35,2800768;Turn <b>left</b> onto <b>R. Novo Guarapes</b>;DRIVING;turn-left;fxrb@nsivEJGDADAFAPA`@ArB?xC@~D@L?LAHEJGFGDE
2408102 NATAL 2020-06-09 12:01:35 EW;1;0.1 km;124;1 min;15;-5,8394073;-35,2789341;-5,8387729;-35,2798577;Continue onto <b>Rua Novo Gúarapes</b>;DRIVING;;hksb@brivEJOPWP]NURa@NWNSJO
2408102 NATAL 2020-06-09 12:01:35 EW;1;0.1 km;105;1 min;34;-5,8387563;-35,278251;-5,8394073;-35,2789341;"Turn <b>left</b> onto <b>R. Ferro Cardoso</b><div style=""font-size:0.9em"">Destination will be on the right</div>";DRIVING;turn-left;hosb@hlivEi@i@CEi@q@A?KMMIMM
